CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2011 Sep 07 05:59:00 AM,4,Wednesday,2,Property Damage Only,N,N,88,Other,N,N,2,Wet,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.69447,-75.62323,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.623229999617 39.694469999754),N,New Castle,"2,011"
2013 May 28 06:16:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,3,Angle,N,N,2,Wet,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.80237,-75.5054,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.505399999619 39.802369999753),N,New Castle,"2,013"
2015 Apr 11 02:55:00 AM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.73534,-75.57137,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.571370000449 39.735340000095),N,New Castle,"2,015"
2015 Aug 28 04:41:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.68335,-75.74913,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.749129999699 39.683350000275),N,New Castle,"2,015"
2010 Jul 17 06:49:00 PM,7,Saturday,3,Personal Injury Crash,N,Y,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.74266,-75.5498,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.549799999698 39.74266000028),N,New Castle,"2,010"
2015 Mar 10 04:09:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.73329,-75.57002,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.570019999663 39.733289999862),N,New Castle,"2,015"
2010 Apr 17 03:05:00 AM,6,Friday,1,Non-Reportable,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.71866,-75.55467,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.554670000415 39.718660000272),N,New Castle,"2,010"
2015 Nov 11 07:15:00 PM,4,Wednesday,1,Non-Reportable,N,N,2,Front to front,N,N,NA,NA,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6633,-75.72665,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.726650000176 39.663299999779),N,New Castle,"2,015"
2011 May 14 10:53:00 PM,7,Saturday,1,Non-Reportable,Y,N,88,Other,N,N,2,Wet,3,Dusk,2,Cloudy,NA,NA,Y,N,N,N,N,38.70244,-75.08387,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.083870000105 38.702439999892),S,Sussex,"2,011"
2014 Jul 17 10:32:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.71721,-75.58151,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.581510000119 39.717209999941),N,New Castle,"2,014"
2015 Jul 13 02:02:00 AM,1,Sunday,1,Non-Reportable,Y,N,3,Angle,Y,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.50633,-75.23794,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.237939999687 38.506330000184),S,Sussex,"2,015"
2014 May 16 11:07:00 AM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.5377,-75.64938,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.649379999759 39.537699999664),N,New Castle,"2,014"
2015 Jun 02 04:30:00 PM,3,Tuesday,1,Non-Reportable,Y,N,6,Rear to side,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,38.92984,-75.43189,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.431890000232 38.929840000187),K,Kent,"2,015"
2013 May 17 12:07:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.60827,-75.65109,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.651090000394 39.608270000108),N,New Castle,"2,013"
2010 Aug 11 04:28:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.75405,-75.55819,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.558190000347 39.754049999827),N,New Castle,"2,010"
2015 Aug 08 12:40:00 AM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,38.49833,-75.39005,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.390050000185 38.498329999968),S,Sussex,"2,015"
2009 Mar 21 07:10:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.9202779,-75.4387075,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.438707499976 38.920277899847),K,Kent,"2,009"
2011 Aug 20 04:45:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.70043,-75.60176,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.601760000222 39.700430000132),N,New Castle,"2,011"
2009 Jan 27 07:05:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,3,Snow,1,Daylight,NA,NA,6,Snow,Y,N,N,N,N,38.7204993,-75.5252593,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.525259299947 38.720499299853),S,Sussex,"2,009"
2012 Jun 16 02:31:00 AM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.68682,-75.58483,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.584830000035 39.686820000276),N,New Castle,"2,012"
2015 Jun 29 11:30:00 AM,2,Monday,1,Non-Reportable,Y,N,NA,NA,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,38.5562,-75.56263,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.562629999995 38.556199999887),S,Sussex,"2,015"
2015 Oct 28 01:43:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.74335,-75.56,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.559999999643 39.743349999904),N,New Castle,"2,015"
2015 Aug 25 10:11:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.74136,-75.56053,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.560530000271 39.741360000165),N,New Castle,"2,015"
2014 May 08 07:16:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.60617,-75.66665,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.666649999705 39.606170000222),N,New Castle,"2,014"
2009 Sep 28 09:40:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.9236165,-75.5781828,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.578182800207 38.923616500038),K,Kent,"2,009"
2011 Feb 14 09:00:00 AM,2,Monday,1,Non-Reportable,N,N,2,Front to front,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.69443,-75.30999,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.309989999582 38.694429999789),S,Sussex,"2,011"
2009 Aug 20 05:08:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7199821,-75.5406006,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.54060059991 39.719982099893),N,New Castle,"2,009"
2014 Mar 25 10:05:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,3,Snow,4,Dark-Lighted,6,Snow,NA,NA,Y,N,N,N,N,38.60823,-75.06329,19,"Other environmental circumstances - weather, glare",0,No,N,NA,NA,NA,NA,N,POINT (-75.063290000289 38.608230000179),S,Sussex,"2,014"
2015 Jun 01 11:55:00 AM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.69957,-75.16988,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.169880000077 38.699569999882),S,Sussex,"2,015"
2012 Aug 05 04:09:00 PM,1,Sunday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.72001,-75.11785,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.11785000013 38.720010000114),S,Sussex,"2,012"
2015 Dec 18 08:09:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.11823,-75.53516,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.535160000104 39.11822999976),K,Kent,"2,015"
2012 May 03 12:55:00 AM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,Y,N,N,N,39.1799,-75.59273,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.592730000239 39.179900000263),K,Kent,"2,012"
2015 Nov 23 12:17:00 AM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.54159,-75.64861,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.64860999983 39.541589999924),N,New Castle,"2,015"
2015 Oct 19 04:00:00 AM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.64072,-75.64622,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.646219999677 39.640719999819),N,New Castle,"2,015"
2010 Sep 04 12:30:00 PM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.71002,-75.5649,6,Improper passing,0,No,N,NA,NA,NA,NA,N,POINT (-75.564899999599 38.710019999933),S,Sussex,"2,010"
2012 May 03 01:08:00 AM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.66257,-75.72643,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.726430000068 39.662570000119),N,New Castle,"2,012"
2010 Aug 30 09:12:00 PM,2,Monday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,Y,Y,39.82848,-75.52433,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.524329999972 39.828480000192),N,New Castle,"2,010"
2012 Jan 15 04:40:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.69086,-75.55555,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.555549999949 39.690860000182),N,New Castle,"2,012"
2012 Dec 13 11:25:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.10713,-75.49496,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.494960000372 39.10712999983),K,Kent,"2,012"
2015 Aug 12 12:02:00 AM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,3,Dusk,1,Clear,NA,NA,Y,N,N,N,N,39.76285,-75.54898,13,Driving in an aggressive manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.548980000438 39.762849999673),N,New Castle,"2,015"
2011 Dec 28 09:25:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,3,Dusk,1,Clear,NA,NA,Y,N,N,N,N,38.62007,-75.1983,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.198299999822 38.620070000248),S,Sussex,"2,011"
2015 Aug 26 04:20:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,NA,NA,NA,NA,Y,N,N,N,N,38.73189,-75.1342,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.13420000036 38.731890000182),S,Sussex,"2,015"
2015 Jun 09 08:39:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.69758,-75.25868,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.258680000234 38.697580000114),S,Sussex,"2,015"
2012 Aug 31 05:23:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.45978,-75.67071,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.67071000031 39.459779999979),N,New Castle,"2,012"
2012 Nov 23 08:32:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7804,-75.50626,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.506259999959 39.780399999856),N,New Castle,"2,012"
2011 Feb 22 02:23:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,88,Other,N,N,2,Wet,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.21493,-75.71389,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.713890000198 39.214929999923),K,Kent,"2,011"
2013 Sep 25 12:35:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.62592,-75.7727,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.772699999717 39.625919999709),N,New Castle,"2,013"
2011 Nov 28 11:41:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.67682,-75.62601,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.626009999757 39.676819999954),N,New Castle,"2,011"
2015 Oct 08 12:59:00 AM,4,Wednesday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.13346,-75.52971,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.529710000327 39.133459999758),K,Kent,"2,015"
2013 Feb 15 02:20:00 PM,6,Friday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.67903,-75.24617,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.246169999604 38.679029999838),S,Sussex,"2,013"
2014 Oct 17 07:07:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.68254,-75.58831,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.588309999783 39.682539999996),N,New Castle,"2,014"
2011 Apr 09 09:28:00 PM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,Y,Y,N,N,39.38309,-75.73452,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.734520000243 39.383089999746),N,New Castle,"2,011"
2016 Feb 01 10:26:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.12255,-75.53314,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.533139999847 39.122549999739),K,Kent,"2,016"
2015 May 07 05:10:00 PM,5,Thursday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.60507,-75.74534,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.745340000329 39.605070000307),N,New Castle,"2,015"
2012 Jun 02 12:41:00 PM,7,Saturday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.49996,-75.64929,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.649290000245 39.49996000034),N,New Castle,"2,012"
2011 May 08 03:49:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.79125,-75.53134,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.531339999698 39.791249999866),N,New Castle,"2,011"
2012 Mar 02 09:13:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,38.72329,-75.14318,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.143180000114 38.723290000292),S,Sussex,"2,012"
2015 Jul 02 03:19:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.05098,-75.4604,3,Passed Stop Sign,0,No,N,NA,NA,NA,NA,N,POINT (-75.460400000389 39.050980000247),K,Kent,"2,015"
2015 Nov 10 08:16:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.75391,-75.55304,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.553040000145 39.753910000294),N,New Castle,"2,015"
2010 Sep 30 09:03:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,3,Dusk,4,Rain,NA,NA,Y,N,N,N,N,39.70698,-75.60729,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.607290000365 39.706980000093),N,New Castle,"2,010"
2009 Apr 24 05:30:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6627321,-75.6421518,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.642151800148 39.662732099915),N,New Castle,"2,009"
2013 Aug 15 03:24:00 PM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.64863,-75.62157,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.621570000109 39.648629999677),N,New Castle,"2,013"
2009 Oct 14 02:03:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7987685,-75.4754406,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.47544060009 39.798768499804),N,New Castle,"2,009"
2014 Apr 10 06:01:00 PM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6653,-75.6041,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.604100000146 39.665300000273),N,New Castle,"2,014"
2009 Mar 14 11:35:00 PM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.2420344,-75.5871615,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.587161500099 39.242034400128),K,Kent,"2,009"
2010 Sep 19 08:35:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.70905,-75.56135,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.561350000428 38.709049999799),S,Sussex,"2,010"
2016 Jan 14 07:30:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.63345,-75.65876,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.658760000445 39.633449999891),N,New Castle,"2,016"
2015 Sep 29 05:52:00 PM,3,Tuesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,38.69902,-75.36859,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.368589999937 38.69902000023),S,Sussex,"2,015"
2015 Nov 06 11:00:00 AM,6,Friday,3,Personal Injury Crash,N,N,88,Other,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.49996,-75.64951,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.649510000353 39.49996000034),N,New Castle,"2,015"
2013 Aug 28 03:15:00 PM,4,Wednesday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,38.54588,-75.10756,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.107559999773 38.545879999982),S,Sussex,"2,013"
2013 Apr 11 04:31:00 PM,5,Thursday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6054,-75.76929,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.769290000289 39.605399999763),N,New Castle,"2,013"
2015 Feb 01 02:00:00 AM,7,Saturday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.64215,-75.68723,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.687230000419 39.642149999696),N,New Castle,"2,015"
2015 Mar 05 11:00:00 PM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,3,Snow,3,Dusk,6,Snow,NA,NA,Y,N,N,N,N,39.75111,-75.56621,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.566210000201 39.751110000294),N,New Castle,"2,015"
2009 Aug 08 05:09:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.7350262,-75.5643287,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.564328699824 39.735026199938),S,Sussex,"2,009"
2009 Sep 11 07:00:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,NA,NA,4,Rain,Y,N,N,N,N,39.7958158,-75.5472122,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.547212200401 39.795815800281),N,New Castle,"2,009"
2011 Jul 19 08:52:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67794,-75.65629,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.656289999926 39.67793999968),N,New Castle,"2,011"
2014 Aug 29 12:38:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.64784,-75.70291,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.702910000278 39.647839999777),N,New Castle,"2,014"
2010 Aug 22 04:23:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.75321,-75.6527,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.652699999674 39.753209999741),N,New Castle,"2,010"
2013 Oct 19 07:25:00 PM,7,Saturday,1,Non-Reportable,N,N,NA,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,38.5046,-75.21132,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.21132000009 38.504599999909),S,Sussex,"2,013"
2015 Feb 10 08:15:00 PM,3,Tuesday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.16068,-75.52944,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.52943999999 39.160680000308),K,Kent,"2,015"
2011 Aug 14 05:20:00 AM,1,Sunday,1,Non-Reportable,Y,N,88,Other,Y,N,2,Wet,4,Dark-Lighted,4,Rain,NA,NA,Y,N,N,N,N,39.68199,-75.7517,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.751699999777 39.681990000237),N,New Castle,"2,011"
